geneId,geneSymbol,DSI,DPI,PLI,protein_class_name,protein_class,NofDiseases,NofPmids
780,DDR1,0.497,0.808,4.6331e-06,Kinase,DTO_03300101,195,178
781,CACNA2D1,0.641,0.5,0.99989,Ion channel,DTO_01300327,82,39
782,CACNB1,0.792,0.154,0.78689,Ion channel,DTO_01300327,9,6
783,CACNB2,0.659,0.538,2.6719e-06,Ion channel,DTO_01300327,56,58
784,CACNB3,0.821,0.346,0.00028915,Ion channel,DTO_01300327,8,6
785,CACNB4,0.653,0.231,0.030679,Ion channel,DTO_01300327,54,15
786,CACNG1,1.0,0.077,1.4908e-08,Ion channel,DTO_01300327,1,1
788,SLC25A20,0.563,0.769,1.1972e-07,Transporter,DTO_05007405,130,88
790,CAD,0.482,0.846,0.99993,Enzyme,DTO_05007624,249,323
793,CALB1,0.606,0.615,0.24308,Calcium-binding protein,DTO_05007616,68,63
794,CALB2,0.545,0.692,4.5423e-07,Calcium-binding protein,DTO_05007616,124,125
795,S100G,0.931,0.038,0.11469,Calcium-binding protein,DTO_05007616,2,1
796,CALCA,0.416,0.923,0.015562,Signaling,DTO_05007599,467,1041
797,CALCB,0.78,0.385,0.097127,Signaling,DTO_05007599,10,9
799,CALCR,0.464,0.846,3.1176e-09,G-protein coupled receptor,DTO_02300001,282,336
801,CALM1,0.472,0.808,0.94473,Calcium-binding protein,DTO_05007616,253,260
805,CALM2,0.472,0.808,0.92086,Calcium-binding protein,DTO_05007616,252,244
808,CALM3,0.485,0.846,0.92749,Calcium-binding protein,DTO_05007616,215,231
810,CALML3,0.621,0.5,0.00090968,Calcium-binding protein,DTO_05007616,54,55
811,CALR,0.413,0.923,0.89133,Calcium-binding protein,DTO_05007616,487,831
813,CALU,0.7,0.385,0.014005,Calcium-binding protein,DTO_05007616,33,22
814,CAMK4,0.621,0.654,0.50957,Kinase,DTO_03300101,69,44
815,CAMK2A,0.612,0.538,0.99845,Kinase,DTO_03300101,87,43
816,CAMK2B,0.626,0.538,0.73914,Kinase,DTO_03300101,80,30
817,CAMK2D,0.743,0.308,0.002287,Kinase,DTO_03300101,21,14
818,CAMK2G,0.67,0.462,0.9991,Kinase,DTO_03300101,51,20
821,CANX,0.582,0.769,0.86635,Chaperone,DTO_05007613,82,64
822,CAPG,0.548,0.731,9.357e-14,Cellular structure,DTO_05007530,111,78
823,CAPN1,0.539,0.808,5.8554e-10,Enzyme,DTO_05007624,165,111
824,CAPN2,0.59,0.692,3.519e-22,Enzyme,DTO_05007624,87,62
825,CAPN3,0.564,0.615,3.5865e-19,Enzyme,DTO_05007624,137,236
827,CAPN6,0.839,0.077,0.81903,Enzyme,DTO_05007624,11,3
829,CAPZA1,0.821,0.115,0.93292,Cellular structure,DTO_05007530,20,15
832,CAPZB,0.729,0.308,0.91165,Cellular structure,DTO_05007530,27,14
833,CARS1,0.722,0.538,0.00040314,Enzyme,DTO_05007624,28,29
834,CASP1,0.413,0.885,3.5183e-05,Enzyme,DTO_05007624,444,562
835,CASP2,0.565,0.731,0.0015026,Enzyme,DTO_05007624,105,75
836,CASP3,0.351,0.923,0.10017,Enzyme,DTO_05007624,819,2477
837,CASP4,0.636,0.654,3.0474e-08,Enzyme,DTO_05007624,53,48
838,CASP5,0.653,0.5,1.752e-16,Enzyme,DTO_05007624,47,27
839,CASP6,0.61,0.615,0.00012665,Enzyme,DTO_05007624,73,71
840,CASP7,0.581,0.654,5.3589e-05,Enzyme,DTO_05007624,83,88
841,CASP8,0.404,0.923,3.7236e-06,Enzyme,DTO_05007624,480,693
842,CASP9,0.458,0.808,7.3826e-06,Enzyme,DTO_05007624,293,469
843,CASP10,0.528,0.692,4.6392e-12,Enzyme,DTO_05007624,166,63
846,CASR,0.41,0.846,0.046698,G-protein coupled receptor,DTO_02300001,517,1016
847,CAT,0.359,0.962,1.6263e-10,Enzyme,DTO_05007624,794,1184
857,CAV1,0.388,0.885,0.008274,Enzyme modulator,DTO_05007584,633,900
858,CAV2,0.575,0.692,0.026973,Enzyme modulator,DTO_05007584,96,82
859,CAV3,0.564,0.692,0.0054565,Enzyme modulator,DTO_05007584,163,132
860,RUNX2,0.437,0.846,0.94884,Transcription factor,DTO_05007542,405,617
861,RUNX1,0.425,0.808,0.65377,Transcription factor,DTO_05007542,412,1432
862,RUNX1T1,0.53,0.808,0.97768,Transcription factor,DTO_05007542,137,476
863,CBFA2T3,0.638,0.462,0.048373,Transcription factor,DTO_05007542,53,42
864,RUNX3,0.459,0.731,0.84295,Transcription factor,DTO_05007542,281,445
866,SERPINA6,0.606,0.731,8.3448e-07,Enzyme modulator,DTO_05007584,68,48
867,CBL,0.527,0.769,0.00060921,Enzyme,DTO_05007624,172,142
868,CBLB,0.691,0.423,0.99825,Enzyme,DTO_05007624,33,35
871,SERPINH1,0.545,0.769,0.027553,Enzyme modulator,DTO_05007584,148,118
875,CBS,0.465,0.885,3.0799e-05,Enzyme,DTO_05007624,295,449
883,KYAT1,0.736,0.308,1.8743e-12,Enzyme,DTO_05007624,24,12
886,CCKAR,0.615,0.5,0.0040329,G-protein coupled receptor,DTO_02300001,62,53
887,CCKBR,0.573,0.615,2.1404e-06,G-protein coupled receptor,DTO_02300001,105,126
890,CCNA2,0.578,0.654,0.99962,Enzyme modulator,DTO_05007584,90,80
891,CCNB1,0.512,0.731,0.15993,Enzyme modulator,DTO_05007584,155,193
892,CCNC,0.695,0.462,0.99914,Enzyme modulator,DTO_05007584,24,21
894,CCND2,0.477,0.808,0.98658,Enzyme modulator,DTO_05007584,241,247
896,CCND3,0.554,0.654,0.98347,Enzyme modulator,DTO_05007584,126,137
898,CCNE1,0.538,0.731,0.97187,Enzyme modulator,DTO_05007584,133,195
899,CCNF,0.7,0.615,0.12679,Enzyme modulator,DTO_05007584,43,17
900,CCNG1,0.628,0.615,0.00073222,Enzyme modulator,DTO_05007584,53,39
901,CCNG2,0.615,0.577,0.0096861,Enzyme modulator,DTO_05007584,59,30
902,CCNH,0.595,0.769,0.00081328,Enzyme modulator,DTO_05007584,83,51
904,CCNT1,0.716,0.346,0.051092,Enzyme modulator,DTO_05007584,28,20
905,CCNT2,0.931,0.115,0.92681,Enzyme modulator,DTO_05007584,7,5
908,CCT6A,0.711,0.423,0.99532,Chaperone,DTO_05007613,32,16
922,CD5L,0.593,0.846,4.2297e-17,Enzyme,DTO_05007624,78,68
923,CD6,0.489,0.808,9.2695e-05,Enzyme,DTO_05007624,216,364
931,MS4A1,0.411,0.846,5.0781e-05,Receptor,DTO_05007575,451,956
932,MS4A3,0.805,0.192,2.6344e-05,Receptor,DTO_05007575,14,12
945,CD33,0.524,0.769,5.6888e-07,Receptor,DTO_05007575,142,292
946,SIGLEC6,0.861,0.192,0.0058774,Receptor,DTO_05007575,5,5
948,CD36,0.446,0.846,1.0857e-60,Receptor,DTO_05007575,351,573
949,SCARB1,0.559,0.731,0.066228,Receptor,DTO_05007575,116,120
950,SCARB2,0.606,0.615,8.9495e-05,Receptor,DTO_05007575,103,69
952,CD38,0.407,0.885,2.3129e-06,Enzyme,DTO_05007624,473,938
953,ENTPD1,0.499,0.769,0.0080716,Enzyme,DTO_05007624,206,165
954,ENTPD2,0.76,0.269,1.4578e-14,Enzyme,DTO_05007624,17,8
955,ENTPD6,0.89,0.154,1.1814e-06,Enzyme,DTO_05007624,3,3
956,ENTPD3,0.89,0.154,2.6386999999999996e-21,Enzyme,DTO_05007624,6,3
957,ENTPD5,0.674,0.346,4.554e-05,Enzyme,DTO_05007624,40,20
959,CD40LG,0.414,0.846,0.72079,Signaling,DTO_05007599,453,772
968,CD68,0.408,0.808,1.4063e-06,Transporter,DTO_05007405,452,527
972,CD74,0.512,0.808,0.24889,Enzyme modulator,DTO_05007584,170,145
973,CD79A,0.536,0.731,0.69226,Receptor,DTO_05007575,134,96
974,CD79B,0.576,0.577,0.9163,Receptor,DTO_05007575,104,82
976,ADGRE5,0.601,0.538,3.0761e-06,G-protein coupled receptor,DTO_02300001,74,51
978,CDA,0.558,0.731,0.0081038,Enzyme,DTO_05007624,103,124
983,CDK1,0.482,0.808,0.99206,Kinase,DTO_03300101,214,338
984,CDK11B,0.711,0.462,6.4813e-05,Kinase,DTO_03300101,26,23
989,SEPTIN7,0.7,0.577,0.99924,Enzyme modulator,DTO_05007584,26,18
991,CDC20,0.587,0.577,3.0001e-07,Enzyme modulator,DTO_05007584,86,79
993,CDC25A,0.564,0.615,0.84041,Enzyme,DTO_05007624,105,106
994,CDC25B,0.601,0.654,0.3643,Enzyme,DTO_05007624,70,52
995,CDC25C,0.576,0.769,4.1014e-13,Enzyme,DTO_05007624,95,104
998,CDC42,0.458,0.846,0.78728,Enzyme modulator,DTO_05007584,327,356
1017,CDK2,0.456,0.692,0.61054,Kinase,DTO_03300101,270,549
1018,CDK3,0.716,0.385,2.1415e-07,Kinase,DTO_03300101,24,15
1019,CDK4,0.412,0.808,0.062909,Kinase,DTO_03300101,433,1158
1020,CDK5,0.495,0.846,0.13892,Kinase,DTO_03300101,204,295
1021,CDK6,0.471,0.731,0.98315,Kinase,DTO_03300101,266,340
1022,CDK7,0.566,0.731,4.4725e-07,Kinase,DTO_03300101,89,78
1024,CDK8,0.597,0.654,0.40964,Kinase,DTO_03300101,82,65
1025,CDK9,0.498,0.769,8.893e-05,Kinase,DTO_03300101,204,224
1044,CDX1,0.644,0.346,0.14253,Transcription factor,DTO_05007542,54,67
1045,CDX2,0.458,0.769,0.52887,Transcription factor,DTO_05007542,278,451
1046,CDX4,0.769,0.154,0.0060181,Transcription factor,DTO_05007542,10,8
1047,CLGN,0.839,0.115,1.2813e-11,Chaperone,DTO_05007613,11,4
1050,CEBPA,0.496,0.692,0.55365,Transcription factor,DTO_05007542,201,368
1051,CEBPB,0.508,0.731,0.35809,Transcription factor,DTO_05007542,182,193
1052,CEBPD,0.57,0.769,0.61219,Transcription factor,DTO_05007542,97,79
1053,CEBPE,0.674,0.385,0.0070769,Transcription factor,DTO_05007542,36,36
1054,CEBPG,0.861,0.154,0.43688,Transcription factor,DTO_05007542,4,4
1060,CENPC,0.743,0.538,7.3778e-05,Nucleic acid binding,DTO_05007557,16,12
1062,CENPE,0.636,0.692,0.24146,Cellular structure,DTO_05007530,78,30
1066,CES1,0.59,0.692,3.3228e-15,Enzyme,DTO_05007624,80,76
1068,CETN1,0.584,0.654,0.21511,Calcium-binding protein,DTO_05007616,82,72
1069,CETN2,0.729,0.385,0.50331,Calcium-binding protein,DTO_05007616,20,12
1070,CETN3,0.792,0.154,0.00010528,Calcium-binding protein,DTO_05007616,9,4
1075,CTSC,0.541,0.731,1.1451e-07,Enzyme,DTO_05007624,139,141
1080,CFTR,0.424,0.885,2.1735e-58,Ion channel,DTO_01300327,476,2807
1082,CGB3,0.57,0.654,0.098257,Signaling,DTO_05007599,93,90
1101,CHAD,0.821,0.192,0.0069766,Receptor,DTO_05007575,11,7
1102,RCBTB2,0.792,0.231,2.4857e-09,Enzyme modulator,DTO_05007584,12,4
1103,CHAT,0.52,0.808,5.6328e-11,Enzyme,DTO_05007624,230,165
1109,AKR1C4,0.587,0.846,2.2341e-17,Enzyme,DTO_05007624,76,65
1111,CHEK1,0.492,0.808,3.14e-08,Kinase,DTO_03300101,195,342
1119,CHKA,0.615,0.615,0.22747,Kinase,DTO_03300101,64,75
1120,CHKB,0.663,0.423,3.7831e-07,Kinase,DTO_03300101,48,29
1121,CHM,0.592,0.654,0.99899,Enzyme,DTO_05007624,82,159
1122,CHML,0.769,0.385,3.9968e-05,Enzyme,DTO_05007624,12,10
1128,CHRM1,0.653,0.577,0.99059,G-protein coupled receptor,DTO_02300001,68,42
1129,CHRM2,0.585,0.615,0.18197,G-protein coupled receptor,DTO_02300001,91,57
1131,CHRM3,0.464,0.885,0.99253,G-protein coupled receptor,DTO_02300001,284,291
1132,CHRM4,0.821,0.231,0.97439,G-protein coupled receptor,DTO_02300001,33,10
1133,CHRM5,0.769,0.346,0.0040271,G-protein coupled receptor,DTO_02300001,15,7
1134,CHRNA1,0.615,0.577,2.0681e-08,Ion channel,DTO_01300327,109,46
1135,CHRNA2,0.705,0.385,6.4532e-10,Ion channel,DTO_01300327,29,28
1136,CHRNA3,0.588,0.692,1.4197e-07,Ion channel,DTO_01300327,110,177
1137,CHRNA4,0.492,0.808,8.5474e-05,Ion channel,DTO_01300327,248,351
1138,CHRNA5,0.593,0.577,2.1488e-06,Ion channel,DTO_01300327,110,190
1139,CHRNA7,0.532,0.654,0.00041549,Ion channel,DTO_01300327,172,138
1140,CHRNB1,0.7,0.462,5.0456e-08,Ion channel,DTO_01300327,54,10
1141,CHRNB2,0.617,0.308,0.00072964,Ion channel,DTO_01300327,96,63
1142,CHRNB3,0.705,0.308,8.5898e-06,Ion channel,DTO_01300327,28,30
1143,CHRNB4,0.644,0.423,0.1427,Ion channel,DTO_01300327,75,80
1144,CHRND,0.641,0.462,5.4466e-09,Ion channel,DTO_01300327,92,14
1145,CHRNE,0.636,0.577,4.7293e-09,Ion channel,DTO_01300327,97,59
1146,CHRNG,0.573,0.692,3.3338000000000003e-19,Ion channel,DTO_01300327,124,18
1147,CHUK,0.556,0.731,0.99403,Kinase,DTO_03300101,125,100
1152,CKB,0.608,0.615,0.2189,Kinase,DTO_03300101,73,40
1153,CIRBP,0.592,0.731,0.33636,Nucleic acid binding,DTO_05007557,72,46
1154,CISH,0.5,0.808,0.00053852,Enzyme modulator,DTO_05007584,195,241
1155,TBCB,0.931,0.115,0.011028,Chaperone,DTO_05007613,5,4
1158,CKM,0.743,0.423,0.0078152,Kinase,DTO_03300101,21,29
1159,CKMT1B,0.729,0.346,3.2331e-05,Kinase,DTO_03300101,21,14
1160,CKMT2,0.792,0.192,1.6195e-17,Kinase,DTO_03300101,12,5
1163,CKS1B,0.587,0.654,0.4314,Enzyme modulator,DTO_05007584,78,73
1164,CKS2,0.644,0.462,0.41878,Enzyme modulator,DTO_05007584,47,30
1173,AP2M1,0.751,0.231,0.99919,Extracellular structure,DTO_05007621,19,6
1174,AP1S1,0.743,0.308,0.099959,Transporter,DTO_05007405,27,9
1175,AP2S1,0.705,0.346,0.78518,Transporter,DTO_05007405,29,16
1176,AP3S1,0.931,0.154,1.0159e-05,Transporter,DTO_05007405,2,2
1178,CLC,0.65,0.731,2.3026e-05,Signaling,DTO_05007599,44,37
1179,CLCA1,0.659,0.538,3.2791e-09,Ion channel,DTO_01300327,42,46
1180,CLCN1,0.641,0.423,3.2501e-20,Ion channel,DTO_01300327,67,174
1181,CLCN2,0.626,0.462,5.546e-12,Ion channel,DTO_01300327,67,62
1182,CLCN3,0.621,0.615,0.99973,Ion channel,DTO_01300327,67,54
1183,CLCN4,0.587,0.654,0.99893,Ion channel,DTO_01300327,114,15
1184,CLCN5,0.593,0.577,0.99242,Ion channel,DTO_01300327,101,125
1185,CLCN6,0.769,0.231,6.1077e-08,Ion channel,DTO_01300327,24,14
1186,CLCN7,0.59,0.731,0.27238,Ion channel,DTO_01300327,135,74
1187,CLCNKA,0.711,0.385,4.2296e-17,Ion channel,DTO_01300327,37,11
1188,CLCNKB,0.593,0.692,1.4025e-22,Ion channel,DTO_01300327,139,72
1192,CLIC1,0.601,0.5,0.00019265,Ion channel,DTO_01300327,74,55
1193,CLIC2,0.7,0.5,0.049547,Ion channel,DTO_01300327,39,8
1195,CLK1,0.769,0.423,7.5962e-07,Kinase,DTO_03300101,15,16
1196,CLK2,0.691,0.462,0.99997,Kinase,DTO_03300101,27,14
1198,CLK3,0.89,0.231,0.23,Kinase,DTO_03300101,4,3
1200,TPP1,0.551,0.808,6.2564e-07,Enzyme,DTO_05007624,151,175
1201,CLN3,0.572,0.692,1.3327e-07,Transporter,DTO_05007405,120,226
1207,CLNS1A,1.0,0.038,0.081436,Transporter,DTO_05007405,2,2
1208,CLPS,0.89,0.077,0.0095685,Enzyme modulator,DTO_05007584,5,6
1209,CLPTM1,0.769,0.346,0.95767,Enzyme,DTO_05007624,14,16
1211,CLTA,0.628,0.654,0.96319,Transporter,DTO_05007405,55,118
1212,CLTB,0.821,0.231,0.33443,Transporter,DTO_05007405,7,4
1213,CLTC,0.558,0.769,1.0,Transporter,DTO_05007405,141,87
1215,CMA1,0.514,0.692,7.5861e-09,Enzyme,DTO_05007624,157,163
1230,CCR1,0.531,0.769,0.38775,G-protein coupled receptor,DTO_02300001,192,103
1232,CCR3,0.527,0.808,0.00012636,G-protein coupled receptor,DTO_02300001,149,143
1233,CCR4,0.51,0.731,0.06863,G-protein coupled receptor,DTO_02300001,168,183
1234,CCR5,0.398,0.885,4.3094e-10,G-protein coupled receptor,DTO_02300001,508,1221
1235,CCR6,0.485,0.808,0.0057867,G-protein coupled receptor,DTO_02300001,231,225
1236,CCR7,0.443,0.769,0.057623,G-protein coupled receptor,DTO_02300001,320,459
1237,CCR8,0.597,0.692,0.0077492,G-protein coupled receptor,DTO_02300001,67,35
1238,ACKR2,0.641,0.615,0.001388,G-protein coupled receptor,DTO_02300001,59,38
1240,CMKLR1,0.612,0.692,0.010767,G-protein coupled receptor,DTO_02300001,75,61
1241,LTB4R,0.576,0.692,0.11994,G-protein coupled receptor,DTO_02300001,107,75
1244,ABCC2,0.483,0.808,5.2025e-47,Transporter,DTO_05007405,254,303
1258,CNGB1,0.628,0.538,1.8369e-37,Ion channel,DTO_01300327,65,40
1259,CNGA1,0.695,0.269,2.7618e-11,Ion channel,DTO_01300327,40,15
1260,CNGA2,0.931,0.154,0.00098232,Ion channel,DTO_01300327,2,2
1261,CNGA3,0.65,0.154,8.0327e-20,Ion channel,DTO_01300327,54,74
1263,PLK3,0.644,0.538,1.8504e-06,Kinase,DTO_03300101,52,37
1264,CNN1,0.682,0.5,0.13803,Cellular structure,DTO_05007530,36,25
1265,CNN2,0.666,0.538,0.024399,Cellular structure,DTO_05007530,36,13
1266,CNN3,0.705,0.462,0.59852,Cellular structure,DTO_05007530,33,12
1267,CNP,0.604,0.692,0.98405,Enzyme,DTO_05007624,70,67
1268,CNR1,0.446,0.808,0.50652,G-protein coupled receptor,DTO_02300001,393,502
1269,CNR2,0.509,0.846,6.5369e-06,G-protein coupled receptor,DTO_02300001,197,222
1271,CNTFR,0.722,0.385,0.95549,Signaling,DTO_05007599,19,16
1291,COL6A1,0.587,0.731,0.99995,Receptor,DTO_05007575,164,95
1292,COL6A2,0.599,0.692,6.5112e-08,Receptor,DTO_05007575,124,77
1293,COL6A3,0.563,0.769,1.8131000000000002e-20,Receptor,DTO_05007575,156,85
1294,COL7A1,0.545,0.808,2.4411e-40,Receptor,DTO_05007575,160,265
1295,COL8A1,0.678,0.538,0.4051,Extracellular structure,DTO_05007621,32,23
1296,COL8A2,0.67,0.423,0.11765,Extracellular structure,DTO_05007621,35,39
1300,COL10A1,0.619,0.5,2.9839e-05,Extracellular structure,DTO_05007621,76,65
1303,COL12A1,0.615,0.692,0.97361,Receptor,DTO_05007575,93,27
1312,COMT,0.4,0.923,1.1377e-06,Enzyme,DTO_05007624,622,1381
1314,COPA,0.7,0.385,1.0,Transporter,DTO_05007405,37,25
1315,COPB1,0.89,0.192,0.99994,Transporter,DTO_05007405,7,4
1316,KLF6,0.501,0.846,0.97946,Nucleic acid binding,DTO_05007557,204,231
1317,SLC31A1,0.612,0.577,0.065398,Transporter,DTO_05007405,71,51
1318,SLC31A2,0.78,0.423,8.5199e-05,Transporter,DTO_05007405,13,8
1325,CORT,0.641,0.654,0.013143,Signaling,DTO_05007599,56,34
1326,MAP3K8,0.516,0.846,0.96825,Kinase,DTO_03300101,168,156
1329,COX5B,0.711,0.423,0.87383,Enzyme,DTO_05007624,26,12
1337,COX6A1,0.78,0.154,0.0023136,Enzyme,DTO_05007624,18,2
1339,COX6A2,1.0,0.077,0.18881,Enzyme,DTO_05007624,1,2
1346,COX7A1,0.805,0.192,3.727e-05,Enzyme,DTO_05007624,10,5
1347,COX7A2,0.839,0.038,0.0045177,Enzyme,DTO_05007624,8,1
1350,COX7C,1.0,0.077,0.56366,Enzyme,DTO_05007624,1,1
1351,COX8A,0.4,0.846,0.11606,Enzyme,DTO_05007624,526,1356
1352,COX10,0.623,0.654,0.08405,Enzyme,DTO_05007624,81,25
1356,CP,0.466,0.846,4.2013e-10,Enzyme,DTO_05007624,283,328
1357,CPA1,0.65,0.577,2.6567e-11,Enzyme,DTO_05007624,61,38
1358,CPA2,0.861,0.192,1.4033e-15,Enzyme,DTO_05007624,8,4
1359,CPA3,0.729,0.346,2.0416e-16,Enzyme,DTO_05007624,18,15
1360,CPB1,0.626,0.654,2.6104e-22,Enzyme,DTO_05007624,57,40
1361,CPB2,0.536,0.846,2.7076e-17,Enzyme,DTO_05007624,148,128
1364,CLDN4,0.514,0.692,6.9789e-05,Cell-cell junction,DTO_05007527,164,154
1365,CLDN3,0.558,0.615,0.52233,Cell-cell junction,DTO_05007527,108,103
1366,CLDN7,0.494,0.808,0.0028828,Cell-cell junction,DTO_05007527,192,254
1370,CPN2,0.839,0.192,0.0026009,Receptor,DTO_05007575,10,8
1371,CPOX,0.488,0.846,0.17152,Enzyme,DTO_05007624,246,322
1373,CPS1,0.59,0.615,1.0947e-09,Enzyme,DTO_05007624,133,132
1374,CPT1A,0.555,0.808,5.114e-09,Enzyme,DTO_05007624,143,133
1375,CPT1B,0.653,0.538,1.5291e-11,Enzyme,DTO_05007624,42,33
1376,CPT2,0.542,0.769,4.598e-10,Enzyme,DTO_05007624,187,180
1384,CRAT,0.656,0.577,9.4796e-12,Enzyme,DTO_05007624,59,27
1386,ATF2,0.551,0.808,0.99131,Transcription factor,DTO_05007542,122,114
1392,CRH,0.439,0.808,0.71614,Signaling,DTO_05007599,402,535
1393,CRHBP,0.659,0.5,0.21476,Signaling,DTO_05007599,48,28
1395,CRHR2,0.584,0.731,8.5473e-17,G-protein coupled receptor,DTO_02300001,89,77
1396,CRIP1,0.666,0.577,0.00049848,Cellular structure,DTO_05007530,37,21
1397,CRIP2,0.743,0.385,0.00018101,Cellular structure,DTO_05007530,16,14
1400,CRMP1,0.525,0.808,0.99173,Enzyme,DTO_05007624,148,182
1404,HAPLN1,0.663,0.577,0.60242,Extracellular structure,DTO_05007621,36,21
1406,CRX,0.565,0.692,0.51043,Transcription factor,DTO_05007542,128,104
1407,CRY1,0.585,0.769,1.662e-09,Enzyme,DTO_05007624,91,68
1408,CRY2,0.599,0.692,0.00031808,Enzyme,DTO_05007624,76,73
1428,CRYM,0.769,0.346,0.02569,Enzyme,DTO_05007624,16,16
1431,CS,0.59,0.654,0.98402,Enzyme,DTO_05007624,87,70
1432,MAPK14,0.379,0.923,0.37466,Kinase,DTO_03300101,626,1297
1434,CSE1L,0.521,0.808,1.0,Enzyme modulator,DTO_05007584,163,132
1436,CSF1R,0.448,0.808,0.13278,Kinase,DTO_03300101,356,385
1437,CSF2,0.33,0.962,0.83468,Signaling,DTO_05007599,1028,2154
1438,CSF2RA,0.67,0.615,2.3956e-10,Signaling,DTO_05007599,49,36
1439,CSF2RB,0.705,0.423,0.17646,Receptor,DTO_05007575,39,23
1441,CSF3R,0.55,0.692,1.5225e-10,Signaling,DTO_05007599,120,174
1442,CSH1,0.566,0.808,2.1264e-05,Signaling,DTO_05007599,105,155
1443,CSH2,0.566,0.808,0.013182,Signaling,DTO_05007599,104,153
1444,CSHL1,0.647,0.577,3.0815e-12,Signaling,DTO_05007599,49,29
1445,CSK,0.606,0.692,0.99977,Kinase,DTO_03300101,91,86
1446,CSN1S1,0.78,0.346,1.4185e-16,Storage,DTO_05007612,16,8
1447,CSN2,0.641,0.538,7.1828e-06,Storage,DTO_05007612,49,27
1452,CSNK1A1,0.686,0.385,0.99758,Kinase,DTO_03300101,36,19
1453,CSNK1D,0.65,0.615,0.99577,Kinase,DTO_03300101,49,38
1455,CSNK1G2,0.743,0.346,0.99138,Kinase,DTO_03300101,20,13
1456,CSNK1G3,0.839,0.269,0.99947,Kinase,DTO_03300101,13,13
1457,CSNK2A1,0.597,0.731,0.98711,Kinase,DTO_03300101,87,44
1459,CSNK2A2,0.644,0.577,0.9994,Kinase,DTO_03300101,49,26
1460,CSNK2B,0.686,0.538,0.91728,Kinase,DTO_03300101,34,23
1462,VCAN,0.497,0.808,1.0,Extracellular structure,DTO_05007621,205,188
1463,NCAN,0.67,0.5,0.068,Extracellular structure,DTO_05007621,44,36
1465,CSRP1,0.686,0.346,0.0003328,Cellular structure,DTO_05007530,32,21
1466,CSRP2,0.78,0.269,4.769e-07,Cellular structure,DTO_05007530,12,6
1468,SLC25A10,0.666,0.5,5.8727e-10,Transporter,DTO_05007405,46,29
1475,CSTA,0.592,0.731,0.00015316,Enzyme modulator,DTO_05007584,97,52
1476,CSTB,0.53,0.692,0.0065562,Enzyme modulator,DTO_05007584,155,131
1478,CSTF2,0.792,0.231,0.99959,Nucleic acid binding,DTO_05007557,14,5
1479,CSTF3,0.89,0.154,0.98279,Nucleic acid binding,DTO_05007557,6,4
1482,NKX2-5,0.533,0.692,0.94531,Transcription factor,DTO_05007542,165,134
1487,CTBP1,0.559,0.692,0.98442,Transcription factor,DTO_05007542,154,64
1488,CTBP2,0.638,0.615,0.0013557,Transcription factor,DTO_05007542,62,49
1490,CCN2,0.399,0.846,0.00050202,Signaling,DTO_05007599,518,706
1491,CTH,0.578,0.615,7.482e-08,Enzyme,DTO_05007624,93,84
1495,CTNNA1,0.584,0.538,0.96962,Cellular structure,DTO_05007530,82,55
1496,CTNNA2,0.663,0.5,0.42501,Cellular structure,DTO_05007530,55,29
1500,CTNND1,0.5,0.808,0.99999,Cellular structure,DTO_05007530,196,219
1501,CTNND2,0.579,0.731,1.0,Cellular structure,DTO_05007530,117,63
1503,CTPS1,0.736,0.269,0.99259,Enzyme,DTO_05007624,21,15
1504,CTRB1,0.76,0.385,2.4233e-06,Enzyme,DTO_05007624,18,13
1506,CTRL,0.599,0.846,1.0976e-09,Enzyme,DTO_05007624,76,65
1508,CTSB,0.457,0.846,5.8819e-11,Enzyme,DTO_05007624,304,376
1509,CTSD,0.478,0.846,0.00091747,Enzyme,DTO_05007624,242,317
1510,CTSE,0.631,0.615,1.4371e-14,Enzyme,DTO_05007624,56,24
1511,CTSG,0.563,0.731,9.5595e-06,Enzyme,DTO_05007624,95,68
1512,CTSH,0.626,0.654,1.2518e-08,Enzyme,DTO_05007624,63,38
1513,CTSK,0.497,0.808,3.0989e-05,Enzyme,DTO_05007624,221,215
1514,CTSL,0.488,0.846,0.0080454,Enzyme,DTO_05007624,225,191
1515,CTSV,0.716,0.462,2.3031e-07,Enzyme,DTO_05007624,22,8
1519,CTSO,0.931,0.077,5.9474e-09,Enzyme,DTO_05007624,4,6
1520,CTSS,0.539,0.731,0.34178,Enzyme,DTO_05007624,131,110
1521,CTSW,0.89,0.077,6.8595e-12,Enzyme,DTO_05007624,4,3
1522,CTSZ,0.647,0.577,2.2587e-16,Enzyme,DTO_05007624,51,33
1523,CUX1,0.465,0.846,1.0,Transcription factor,DTO_05007542,283,313
1524,CX3CR1,0.457,0.885,0.061371,G-protein coupled receptor,DTO_02300001,310,343
1528,CYB5A,0.601,0.654,0.0015821,Enzyme,DTO_05007624,95,22
1534,CYB561,0.78,0.192,0.61092,Enzyme,DTO_05007624,12,4
1536,CYBB,0.452,0.885,0.99904,Ion channel,DTO_01300327,343,533
1538,CYLC1,0.89,0.077,0.93145,Cellular structure,DTO_05007530,5,2
1540,CYLD,0.498,0.846,0.99993,Enzyme,DTO_05007624,211,260
1543,CYP1A1,0.436,0.846,1.0635e-17,Enzyme,DTO_05007624,379,906
1544,CYP1A2,0.494,0.923,2.4795e-10,Enzyme,DTO_05007624,218,318
1545,CYP1B1,0.457,0.769,2.2024e-05,Enzyme,DTO_05007624,304,523
